Bowler,Overs,Maidens,Runs,Wickets,Economy,0s,4s,6s,Wides,NoBalls,Year,Balls
Phil DeFreitas,10,0,55,1,5.5,0,0,0,1,1,1995,60
Darren Gough,10,0,48,2,4.8,0,0,0,0,0,1995,60
Peter Martin,10,0,33,3,3.3,0,0,0,3,0,1995,60
Neil Smith,8,0,40,1,5.0,0,0,0,0,0,1995,48
Graham Thorpe,2,0,17,0,8.5,0,0,0,0,0,1995,12
Shaun Pollock,8,1,16,2,2.0,0,0,0,0,0,1995,48
Fanie de Villiers,7,1,27,2,3.86,0,0,0,1,0,1995,42
Craig Matthews,9.3,0,30,2,3.16,0,0,0,0,0,1995,57
Brian McMillan,6,0,17,0,2.83,0,0,0,0,0,1995,36
Pat Symcox,10,0,38,2,3.8,0,0,0,0,0,1995,60
Hansie Cronje,4,0,17,0,4.25,0,0,0,0,0,1995,24
Wasim Akram,7,1,25,2,3.57,0,0,0,1,2,1995,42
Waqar Younis,7,1,33,1,4.71,0,0,0,1,0,1995,42
Aaqib Javed,6,0,18,2,3.0,0,0,0,2,0,1995,36
Mushtaq Ahmed,7,0,16,3,2.29,0,0,0,1,0,1995,42
Aamer Sohail,6,1,16,0,2.67,0,0,0,0,0,1995,36
Johanne Samarasekera,3,0,17,1,5.67,0,0,0,6,2,1995,18
Arshad Laeeq,4,0,24,0,6.0,0,0,0,3,2,1995,24
Shaukat Dukanwala,3,1,14,0,4.67,0,0,0,0,0,1995,18
Saleem Raza,3,0,17,0,5.67,0,0,0,0,0,1995,18
Sultan Zarawani,3,0,23,0,7.67,0,0,0,3,0,1995,18
Azhar Saeed,2,0,16,0,8.0,0,0,0,0,0,1995,12
Martin Suji,10,1,55,2,5.5,0,0,0,1,1,1995,60
Rajab Ali,10,0,45,3,4.5,0,0,0,4,0,1995,60
Thomas Odoyo,8,0,58,0,7.25,0,0,0,1,1,1995,48
Tito Odumbe,4,0,21,0,5.25,0,0,0,2,0,1995,24
Aasif Karim,10,1,54,1,5.4,0,0,0,0,0,1995,60
Maurice Odumbe,4,0,35,0,8.75,0,0,0,1,0,1995,24
David Tikolo,3,0,21,0,7.0,0,0,0,0,0,1995,18
Steve Tikolo,1,0,14,0,14.0,0,0,0,1,0,1995,6
Craig McDermott,3,0,12,1,4.0,0,0,0,1,0,1995,18
Paul Reiffel,7,1,18,2,2.57,0,0,0,1,1,1995,42
Glenn McGrath,10,0,44,1,4.4,0,0,0,1,0,1995,60
Steve Waugh,7,0,43,0,6.14,0,0,0,0,1,1995,42
Shane Warne,10,0,25,1,2.5,0,0,0,0,0,1995,60
Michael Bevan,8,0,35,2,4.38,0,0,0,2,0,1995,48
Mark Waugh,5,0,23,0,4.6,0,0,0,1,0,1995,30
Roland Lefebvre,10,1,40,1,4.0,0,0,0,0,0,1995,60
Paul-Jan Bakker,8,0,46,1,5.75,0,0,0,4,0,1995,48
Floris Jansen,7,0,40,1,5.71,0,0,0,0,0,1995,42
Flavian Aponso,8,0,55,0,6.88,0,0,0,0,0,1995,48
Steven Lubbers,10,0,51,1,5.1,0,0,0,0,0,1995,60
Tim de Leede,2,0,9,0,4.5,0,0,0,0,0,1995,12
Peter Cantrell,5,0,26,0,5.2,0,0,0,0,0,1995,30
Dominic Cork,8,0,52,1,6.5,0,0,0,4,2,1995,48
Phil DeFreitas,10,3,31,3,3.1,0,0,0,0,0,1995,60
Neil Smith,8,0,27,0,3.38,0,0,0,0,0,1995,48
Darren Gough,3,0,23,0,7.67,0,0,0,0,0,1995,18
Peter Martin,10,1,42,2,4.2,0,0,0,1,0,1995,60
Graeme Hick,5,0,23,0,4.6,0,0,0,0,0,1995,30
Graham Thorpe,6,0,28,0,4.67,0,0,0,1,0,1995,36
Manoj Prabhakar,10,0,39,3,3.9,0,0,0,0,1,1995,60
Javagal Srinath,10,0,22,2,2.2,0,0,0,0,0,1995,60
Anil Kumble,10,0,35,3,3.5,0,0,0,5,0,1995,60
Venkatesh Prasad,10,0,34,0,3.4,0,0,0,0,0,1995,60
Aashish Kapoor,10,2,41,1,4.1,0,0,0,0,0,1995,60
Sir Curtly Ambrose,8,1,41,2,5.13,0,0,0,1,2,1995,48
Courtney Walsh,9,3,18,0,2.0,0,0,0,0,2,1995,54
Ian Bishop,5,0,28,0,5.6,0,0,0,0,3,1995,30
Ottis Gibson,8.4,0,50,0,5.77,0,0,0,0,1,1995,52
Roger Harper,9,1,34,2,3.78,0,0,0,0,0,1995,54
Chaminda Vaas,10,0,30,2,3.0,0,0,0,0,0,1995,60
Pramodya Wickramasinghe,8,0,36,0,4.5,0,0,0,0,0,1995,48
Arjuna Ranatunga,2,0,14,0,7.0,0,0,0,0,0,1995,12
Kumar Dharmasena,10,1,50,0,5.0,0,0,0,0,0,1995,60
Muttiah Muralitharan,10,0,37,1,3.7,0,0,0,0,0,1995,60
Sanath Jayasuriya,10,0,44,1,4.4,0,0,0,0,0,1995,60
Heath Streak,10,0,60,3,6.0,0,0,0,12,2,1995,60
Charlie Lock,4,0,17,0,4.25,0,0,0,4,0,1995,24
Eddo Brandes,8,0,35,0,4.38,0,0,0,1,1,1995,48
Stephen Peall,3,0,23,0,7.67,0,0,0,0,0,1995,18
Paul Strang,5,0,43,0,8.6,0,0,0,0,0,1995,30
Guy Whittall,2,0,20,0,10.0,0,0,0,0,0,1995,12
Grant Flower,5,1,26,0,5.2,0,0,0,0,0,1995,30
Shaun Pollock,10,1,45,1,4.5,0,0,0,0,0,1995,60
Craig Matthews,10,2,30,1,3.0,0,0,0,0,1,1995,60
Allan Donald,10,0,34,3,3.4,0,0,0,0,0,1995,60
Hansie Cronje,3,0,13,0,4.33,0,0,0,0,0,1995,18
Pat Symcox,10,1,25,0,2.5,0,0,0,0,0,1995,60
Brian McMillan,7,1,26,1,3.71,0,0,0,0,1,1995,42
Danny Morrison,8,0,44,1,5.5,0,0,0,0,0,1995,48
Chris Cairns,6,0,24,0,4.0,0,0,0,0,0,1995,36
Gavin Larsen,8,1,41,1,5.13,0,0,0,0,0,1995,48
Chris Harris,4,0,25,1,6.25,0,0,0,0,0,1995,24
Shane Thomson,8.3,0,34,0,4.0,0,0,0,0,0,1995,51
Nathan Astle,3,1,10,2,3.33,0,0,0,0,0,1995,18
Dominic Cork,10,1,33,2,3.3,0,0,0,2,0,1995,60
Phil DeFreitas,9.3,3,16,2,1.68,0,0,0,2,1,1995,57
Darren Gough,8,3,23,1,2.88,0,0,0,0,0,1995,48
Craig White,1.3,1,2,0,1.33,0,0,0,0,0,1995,9
Neil Smith,9.3,2,29,3,3.05,0,0,0,0,0,1995,57
Richard Illingworth,10,2,25,1,2.5,0,0,0,0,0,1995,60
Johanne Samarasekera,7,1,35,0,5.0,0,0,0,1,3,1995,42
Arshad Laeeq,7,0,25,1,3.57,0,0,0,0,5,1995,42
Saleem Raza,5,1,20,0,4.0,0,0,0,0,0,1995,30
Azhar Saeed,10,1,26,1,2.6,0,0,0,0,0,1995,60
Sultan Zarawani,6,0,28,0,4.67,0,0,0,0,0,1995,36
Manoj Prabhakar,5,1,19,0,3.8,0,0,0,0,0,1995,30
Javagal Srinath,10,0,38,0,3.8,0,0,0,5,0,1995,60
Venkatesh Prasad,10,0,41,1,4.1,0,0,0,2,0,1995,60
Anil Kumble,10,0,28,3,2.8,0,0,0,0,0,1995,60
Venkatapathy Raju,10,2,34,2,3.4,0,0,0,0,0,1995,60
Sachin Tendulkar,5,0,26,0,5.2,0,0,0,0,0,1995,30
Rajab Ali,5,0,25,0,5.0,0,0,0,0,0,1995,30
Tito Odumbe,3,0,18,0,6.0,0,0,0,3,0,1995,18
Martin Suji,5,0,20,0,4.0,0,0,0,0,0,1995,30
Thomas Odoyo,3,0,22,0,7.33,0,0,0,0,1,1995,18
Aasif Karim,10,1,27,1,2.7,0,0,0,0,0,1995,60
David Tikolo,3,0,21,0,7.0,0,0,0,3,0,1995,18
Maurice Odumbe,9.5,1,39,1,3.97,0,0,0,0,0,1995,59
Steve Tikolo,3,0,26,1,8.67,0,0,0,0,0,1995,18
Roland Lefebvre,10,0,48,0,4.8,0,0,0,0,0,1995,60
Paul-Jan Bakker,10,0,51,2,5.1,0,0,0,0,0,1995,60
Tim de Leede,7,0,58,0,8.29,0,0,0,1,0,1995,42
Flavian Aponso,10,0,60,1,6.0,0,0,0,0,0,1995,60
Steven Lubbers,9,0,48,3,5.33,0,0,0,0,0,1995,54
Peter Cantrell,4,0,35,1,8.75,0,0,0,0,0,1995,24
Danny Morrison,4,1,11,0,2.75,0,0,0,0,0,1995,24
Robert Kennedy,10,2,36,2,3.6,0,0,0,4,1,1995,60
Chris Cairns,7,1,24,0,3.43,0,0,0,0,1,1995,42
Chris Harris,10,1,24,3,2.4,0,0,0,0,0,1995,60
Dipak Patel,10,0,43,0,4.3,0,0,0,0,0,1995,60
Nathan Astle,5,0,20,0,4.0,0,0,0,0,0,1995,30
Stephen Fleming,2,0,8,1,4.0,0,0,0,0,0,1995,12
Roger Twose,2,0,14,0,7.0,0,0,0,4,0,1995,12
Sir Curtly Ambrose,10,2,28,3,2.8,0,0,0,4,0,1995,60
Courtney Walsh,10,3,27,1,2.7,0,0,0,0,0,1995,60
Ottis Gibson,9,1,27,1,3.0,0,0,0,0,0,1995,54
Ian Bishop,10,3,18,0,1.8,0,0,0,0,1,1995,60
Roger Harper,10,1,30,1,3.0,0,0,0,0,0,1995,60
Keith Arthurton,1,0,11,0,11.0,0,0,0,0,0,1995,6
Heath Streak,7,0,34,0,4.86,0,0,0,5,1,1995,42
Charlie Lock,6,0,23,0,3.83,0,0,0,4,0,1995,36
Eddo Brandes,7,0,42,0,6.0,0,0,0,1,0,1995,42
Guy Whittall,2,0,8,0,4.0,0,0,0,0,0,1995,12
Paul Strang,7.3,1,40,4,5.33,0,0,0,0,0,1995,45
Johanne Samarasekera,9,2,39,1,4.33,0,0,0,2,2,1995,54
Shahzad Altaf,3,0,22,0,7.33,0,0,0,1,0,1995,18
Arshad Laeeq,6,0,52,0,8.67,0,0,0,0,0,1995,36
Shaukat Dukanwala,10,0,64,0,6.4,0,0,0,0,0,1995,60
Azhar Saeed,7,0,41,0,5.86,0,0,0,0,0,1995,42
Sultan Zarawani,10,0,69,1,6.9,0,0,0,0,0,1995,60
Mazhar Hussain,5,0,32,0,6.4,0,0,0,0,1,1995,30
Shaun Pollock,9,2,28,1,3.11,0,0,0,0,0,1995,54
Craig Matthews,10,0,39,0,3.9,0,0,0,0,0,1995,60
Allan Donald,10,0,21,3,2.1,0,0,0,0,0,1995,60
Hansie Cronje,4,0,17,0,4.25,0,0,0,0,0,1995,24
Brian McMillan,8,1,11,3,1.38,0,0,0,0,0,1995,48
Jacques Kallis,6,0,27,0,4.5,0,0,0,0,0,1995,36
Gary Kirsten,3,1,9,0,3.0,0,0,0,0,0,1995,18
Dominic Cork,10,1,36,1,3.6,0,0,0,1,1,1995,60
Peter Martin,6,0,37,1,6.17,0,0,0,0,0,1995,36
Darren Gough,10,0,63,0,6.3,0,0,0,0,0,1995,60
Richard Illingworth,10,1,31,1,3.1,0,0,0,0,0,1995,60
Graeme Hick,9,0,45,2,5.0,0,0,0,3,0,1995,54
Craig White,5,0,21,0,4.2,0,0,0,0,1,1995,30
Danny Morrison,8,0,38,1,4.75,0,0,0,1,1,1995,48
Dion Nash,7,1,26,3,3.71,0,0,0,1,0,1995,42
Chris Cairns,4,0,24,0,6.0,0,0,0,0,0,1995,24
Gavin Larsen,10,1,33,2,3.3,0,0,0,0,0,1995,60
Shane Thomson,10,0,51,1,5.1,0,0,0,0,0,1995,60
Chris Harris,9,0,45,1,5.0,0,0,0,0,0,1995,54
Nathan Astle,2,0,6,0,3.0,0,0,0,0,0,1995,12
Glenn McGrath,9,3,13,2,1.44,47,2,0,0,0,1999,54
Damien Fleming,6,0,30,1,5.0,26,4,0,4,2,1999,36
Paul Reiffel,10,1,29,1,2.9,43,1,0,2,0,1999,60
Tom Moody,5,0,17,2,3.4,18,1,0,1,0,1999,30
Shane Warne,9,1,33,4,3.67,36,2,1,2,0,1999,54
Wasim Akram,8,1,41,1,5.13,35,7,0,1,2,1999,48
Shoaib Akhtar,4,0,37,0,9.25,9,4,1,0,1,1999,24
Abdul Razzaq,2,0,13,0,6.5,6,2,0,0,0,1999,12
Azhar Mahmood,2,0,20,0,10.0,2,2,0,0,0,1999,12
Saqlain Mushtaq,4.1,0,21,1,5.04,12,2,0,0,0,1999,25
Shaun Pollock,9.2,1,36,5,3.86,39,4,0,0,0,1999,56
Steve Elworthy,10,0,59,0,5.9,32,5,2,1,2,1999,60
Jacques Kallis,10,2,27,1,2.7,46,2,0,1,1,1999,60
Allan Donald,10,1,32,4,3.2,39,2,0,1,0,1999,60
Lance Klusener,9,1,50,0,5.56,28,4,1,0,3,1999,54
Hansie Cronje,1,0,2,0,2.0,4,0,0,0,0,1999,6
Glenn McGrath,10,0,51,1,5.1,28,4,1,1,0,1999,60
Damien Fleming,8.4,1,40,1,4.62,33,5,0,3,0,1999,52
Paul Reiffel,8,0,28,1,3.5,32,3,0,0,0,1999,48
Shane Warne,10,4,29,4,2.9,42,1,1,1,0,1999,60
Mark Waugh,8,0,37,0,4.63,29,2,1,0,0,1999,48
Tom Moody,5,0,27,0,5.4,10,2,0,0,0,1999,30
Wasim Akram,10,0,45,2,4.5,40,2,0,7,4,1999,60
Shoaib Akhtar,10,0,55,3,5.5,34,5,0,1,2,1999,60
Abdul Razzaq,8,0,28,2,3.5,31,3,0,1,0,1999,48
Saqlain Mushtaq,8,0,36,0,4.5,27,3,0,1,0,1999,48
Azhar Mahmood,9,0,32,0,3.56,38,4,0,3,0,1999,54
Shahid Afridi,5,0,27,0,5.4,12,0,0,2,2,1999,30
Geoff Allott,9,0,41,0,4.56,33,5,0,1,1,1999,54
Dion Nash,5,0,34,0,6.8,19,5,0,2,2,1999,30
Gavin Larsen,10,0,40,0,4.0,34,3,0,0,1,1999,60
Chris Cairns,8,0,33,1,4.13,31,2,0,0,3,1999,48
Chris Harris,6,0,31,0,5.17,18,2,1,0,0,1999,36
Nathan Astle,7.3,0,41,0,5.47,24,3,1,1,0,1999,45
Craig McMillan,2,0,19,0,9.5,6,3,0,1,0,1999,12
Glenn McGrath,10,0,49,1,4.9,30,3,0,1,4,1999,60
Damien Fleming,10,0,57,3,5.7,35,7,1,3,0,1999,60
Paul Reiffel,9,0,47,1,5.22,32,3,2,1,0,1999,54
Tom Moody,8,1,56,0,7.0,24,6,2,1,0,1999,48
Shane Warne,10,1,33,2,3.3,38,1,0,1,2,1999,60
Michael Bevan,3,0,22,0,7.33,6,3,0,1,0,1999,18
Shaun Pollock,9.4,0,45,0,4.66,32,3,0,1,3,1999,58
Steve Elworthy,10,1,46,2,4.6,42,3,3,0,2,1999,60
Allan Donald,10,0,43,0,4.3,33,3,0,2,1,1999,60
Lance Klusener,10,0,53,1,5.3,29,5,0,1,0,1999,60
Hansie Cronje,7,0,50,1,7.14,14,6,0,1,0,1999,42
Nicky Boje,3,0,29,0,9.67,7,1,1,2,1,1999,18
Geoff Allott,10,1,33,1,3.3,40,1,0,2,0,1999,60
Dion Nash,10,1,57,1,5.7,37,6,0,5,3,1999,60
Chris Cairns,10,0,44,2,4.4,35,2,1,0,2,1999,60
Gavin Larsen,10,0,40,1,4.0,34,1,0,1,1,1999,60
Nathan Astle,7,0,49,0,7.0,18,3,2,0,0,1999,42
Chris Harris,3,0,16,0,5.33,11,3,0,0,0,1999,18
Javagal Srinath,10,1,49,1,4.9,40,7,0,1,2,1999,60
Debasis Mohanty,10,0,41,2,4.1,42,6,0,1,0,1999,60
Venkatesh Prasad,10,0,44,0,4.4,39,5,0,2,0,1999,60
Robin Singh,4,0,27,1,6.75,13,4,0,0,0,1999,24
Sourav Ganguly,2,0,15,0,7.5,6,2,0,0,2,1999,12
Anil Kumble,9.2,0,48,0,5.14,29,4,0,2,0,1999,56
Sachin Tendulkar,3,0,14,0,4.67,8,0,0,2,0,1999,18
Heath Streak,10,0,63,2,6.3,26,4,1,5,1,1999,60
Pommie Mbangwa,8,0,28,0,3.5,32,2,0,3,0,1999,48
Guy Whittall,8,1,39,1,4.88,32,3,1,3,0,1999,48
Henry Olonga,5,0,38,2,7.6,15,3,0,5,1,1999,30
Adam Huckle,10,0,43,1,4.3,35,4,0,1,0,1999,60
Grant Flower,2,0,13,0,6.5,5,1,0,2,0,1999,12
Paul Strang,7,0,38,1,5.43,16,0,1,1,0,1999,42
Wasim Akram,6,1,23,0,3.83,26,3,0,0,1,1999,36
Shoaib Akhtar,7,1,22,2,3.14,32,1,0,1,3,1999,42
Abdul Razzaq,9,1,25,3,2.78,38,2,0,1,0,1999,54
Saqlain Mushtaq,6.3,1,16,3,2.46,27,0,0,0,0,1999,39
Shahid Afridi,4,0,20,0,5.0,13,1,0,1,0,1999,24
Azhar Mahmood,8,1,14,2,1.75,37,1,0,0,0,1999,48
Geoff Allott,10,0,42,1,4.2,33,1,0,1,1,1999,60
Dion Nash,8,0,44,0,5.5,27,6,0,1,0,1999,48
Chris Cairns,7,0,55,1,7.86,18,3,3,0,3,1999,42
Gavin Larsen,9,0,47,1,5.22,25,4,1,0,0,1999,54
Chris Harris,10,0,59,0,5.9,25,1,2,0,0,1999,60
Nathan Astle,6,0,29,1,4.83,18,1,1,1,0,1999,36
Shaun Pollock,10,1,29,1,2.9,42,3,0,0,0,1999,60
Jacques Kallis,6,2,15,2,2.5,31,1,0,4,0,1999,36
Steve Elworthy,8,0,35,0,4.38,30,4,0,2,1,1999,48
Allan Donald,10,0,42,0,4.2,34,4,0,1,1,1999,60
Lance Klusener,9,0,46,2,5.11,30,2,2,3,1,1999,54
Hansie Cronje,7,0,37,2,5.29,20,4,0,1,0,1999,42
Neil Johnson,8,0,43,2,5.38,26,4,0,3,1,1999,48
Heath Streak,10,0,50,0,5.0,32,3,0,1,2,1999,60
Henry Olonga,7,0,62,1,8.86,15,8,0,1,5,1999,42
Guy Whittall,4,0,24,1,6.0,13,2,0,2,0,1999,24
Paul Strang,10,1,47,0,4.7,27,4,0,1,0,1999,60
Andy Whittall,8,1,51,0,6.38,22,2,2,1,1,1999,48
Grant Flower,3,0,20,0,6.67,10,2,1,0,0,1999,18
Glenn McGrath,10,1,33,1,3.3,41,2,0,2,0,1999,60
Damien Fleming,10,0,46,0,4.6,34,2,1,3,0,1999,60
Shane Warne,9,0,55,1,6.11,25,7,0,1,0,1999,54
Paul Reiffel,10,0,55,3,5.5,34,8,0,4,0,1999,60
Tom Moody,6,0,38,0,6.33,12,2,1,0,0,1999,36
Michael Bevan,5,1,26,1,5.2,18,3,0,2,0,1999,30
Wasim Akram,10,0,27,2,2.7,41,1,0,0,1,1999,60
Shoaib Akhtar,10,0,54,1,5.4,29,5,0,2,0,1999,60
Abdul Razzaq,10,0,40,1,4.0,38,3,0,4,0,1999,60
Azhar Mahmood,10,0,35,2,3.5,37,3,0,0,0,1999,60
Saqlain Mushtaq,10,0,67,0,6.7,16,2,2,2,0,1999,60
Javagal Srinath,8,1,37,3,4.63,33,6,0,0,0,1999,48
Debasis Mohanty,10,2,31,0,3.1,46,4,0,2,0,1999,60
Venkatesh Prasad,9.3,2,27,5,2.84,45,2,1,0,0,1999,57
Anil Kumble,10,0,43,2,4.3,29,2,0,0,0,1999,60
Robin Singh,8,1,31,0,3.88,29,0,1,0,0,1999,48
Geoff Allott,10,1,24,3,2.4,43,1,0,0,1,1999,60
Dion Nash,10,2,48,0,4.8,40,8,0,0,1,1999,60
Gavin Larsen,10,0,27,1,2.7,40,2,0,0,0,1999,60
Chris Cairns,6.3,2,24,3,3.69,26,2,0,3,1,1999,39
Chris Harris,4,0,12,1,3.0,14,0,0,0,0,1999,24
Nathan Astle,9,0,25,1,2.78,34,1,0,0,0,1999,54
Neil Johnson,3,0,21,0,7.0,11,3,0,0,1,1999,18
Heath Streak,5,0,25,1,5.0,22,5,0,0,0,1999,30
Guy Whittall,3,0,9,1,3.0,14,1,0,0,0,1999,18
Henry Olonga,4,1,14,1,3.5,21,2,0,0,3,1999,24
Shaun Pollock,10,1,42,0,4.2,40,4,1,0,0,1999,60
Jacques Kallis,10,0,47,0,4.7,37,4,0,7,0,1999,60
Allan Donald,10,2,49,1,4.9,36,5,1,2,0,1999,60
Steve Elworthy,10,2,23,2,2.3,45,1,0,1,0,1999,60
Lance Klusener,9,0,41,1,4.56,30,2,1,0,0,1999,54
Hansie Cronje,1,0,6,0,6.0,2,0,0,1,0,1999,6
Wasim Akram,10,0,44,1,4.4,40,2,1,2,5,1999,60
Shoaib Akhtar,9,1,51,2,5.67,36,5,1,1,3,1999,54
Azhar Mahmood,10,1,24,3,2.4,49,3,0,3,0,1999,60
Abdul Razzaq,10,1,40,0,4.0,39,2,0,3,1,1999,60
Saqlain Mushtaq,10,0,51,1,5.1,34,3,2,3,0,1999,60
Javagal Srinath,10,2,34,0,3.4,42,1,0,4,2,1999,60
Debasis Mohanty,7,0,47,1,6.71,25,5,0,1,1,1999,42
Venkatesh Prasad,10,0,60,1,6.0,29,5,0,1,1,1999,60
Anil Kumble,10,0,49,0,4.9,30,3,1,0,0,1999,60
Sourav Ganguly,5,0,31,1,6.2,16,1,2,1,1,1999,30
Robin Singh,7,0,43,2,6.14,19,3,0,3,2,1999,42
Sachin Tendulkar,1,0,4,0,4.0,5,1,0,0,0,1999,6
Glenn McGrath,10,1,34,3,3.4,42,2,0,1,2,1999,60
Damien Fleming,9,1,33,2,3.67,33,3,0,1,0,1999,54
Paul Reiffel,10,1,30,0,3.0,45,4,0,0,0,1999,60
Tom Moody,10,0,41,1,4.1,34,1,1,1,0,1999,60
Mark Waugh,1,0,7,0,7.0,2,0,0,0,0,1999,6
Shane Warne,6.2,0,49,0,7.74,16,1,4,1,0,1999,38
Steve Waugh,2,0,8,2,4.0,7,1,0,0,0,1999,12
Geoff Allott,10,3,15,3,1.5,50,1,0,1,0,1999,60
Dion Nash,10,3,16,1,1.6,47,1,0,0,1,1999,60
Carl Bulfin,6,0,31,0,5.17,22,4,0,2,1,1999,36
Chris Cairns,8,0,26,1,3.25,34,0,0,3,1,1999,48
Nathan Astle,5,1,18,1,3.6,27,0,1,2,0,1999,30
Chris Harris,3.1,0,7,4,2.21,15,0,0,1,0,1999,19
John Blain,7,0,53,3,7.57,23,5,0,2,3,1999,42
Asim Butt,5,0,33,0,6.6,17,2,1,2,1,1999,30
Gavin Hamilton,5.5,0,34,1,5.83,18,3,1,0,0,1999,35
Waqar Younis,9,1,36,2,4.0,34,4,0,1,0,1999,54
Shoaib Akhtar,8,0,30,0,3.75,31,2,0,1,2,1999,48
Wasim Akram,10,0,35,1,3.5,48,1,0,8,4,1999,60
Azhar Mahmood,8,0,56,0,7.0,27,8,0,3,0,1999,48
Saqlain Mushtaq,10,1,35,5,3.5,44,2,0,6,0,1999,60
Shahid Afridi,5,0,26,1,5.2,21,4,0,1,1,1999,30
Khaled Mahmud,10,2,31,3,3.1,47,1,1,7,1,1999,60
Shafiuddin Ahmed,8,0,26,1,3.25,35,1,0,6,0,1999,48
Neeyamur Rashid,5,1,20,0,4.0,20,3,0,0,0,1999,30
Mohammad Rafique,8,0,28,1,3.5,29,2,0,1,0,1999,48
Minhajul Abedin,7,2,29,1,4.14,25,2,0,1,0,1999,42
Naimur Rahman,6.3,2,20,1,3.08,28,1,0,1,0,1999,39
Glenn McGrath,8.4,3,14,5,1.62,42,0,0,0,0,1999,52
Damien Fleming,7,1,12,1,1.71,35,1,0,2,0,1999,42
Tom Moody,7,0,16,1,2.29,30,1,0,1,0,1999,42
Brendon Julian,7,1,36,0,5.14,27,2,0,4,1,1999,42
Shane Warne,10,4,11,3,1.1,52,0,0,1,0,1999,60
Michael Bevan,7,0,18,0,2.57,34,1,0,5,0,1999,42
Sir Curtly Ambrose,10,0,31,3,3.1,43,3,0,1,0,1999,60
Courtney Walsh,10,3,25,0,2.5,52,1,0,1,7,1999,60
Mervyn Dillon,7.4,1,22,0,2.87,35,2,0,2,1,1999,46
Reon King,10,2,27,1,2.7,45,2,0,1,0,1999,60
Phil Simmons,3,2,2,0,0.67,18,0,0,2,0,1999,18
Martin Suji,9,1,58,1,6.44,31,7,1,2,2,1999,54
Joseph Angara,10,0,50,2,5.0,33,5,0,1,1,1999,60
Thomas Odoyo,10,2,56,3,5.6,37,6,2,2,0,1999,60
Aasif Karim,10,0,35,0,3.5,17,0,0,1,0,1999,60
Jimmy Kamande,9,0,51,1,5.67,10,2,0,3,0,1999,54
Maurice Odumbe,2,0,18,0,9.0,2,2,0,1,0,1999,12
Chaminda Vaas,7,1,26,2,3.71,25,3,1,0,0,1999,42
Pramodya Wickramasinghe,9,1,27,1,3.0,39,4,0,1,0,1999,54
Mahela Jayawardene,10,0,56,2,5.6,31,6,0,2,0,1999,60
Muttiah Muralitharan,3,0,11,0,3.67,13,2,0,0,0,1999,18
Upul Chandana,1,0,13,0,13.0,2,3,0,0,0,1999,6
Sanath Jayasuriya,10,1,39,1,3.9,34,1,0,3,1,1999,60
Aravinda de Silva,10,0,46,0,4.6,20,1,0,0,0,1999,60
Shaun Pollock,10,1,39,0,3.9,40,5,0,0,2,1999,60
Jacques Kallis,6,0,36,0,6.0,25,7,0,2,1,1999,36
Allan Donald,10,1,41,3,4.1,41,4,1,1,0,1999,60
Steve Elworthy,6,0,32,1,5.33,22,5,0,1,0,1999,36
Lance Klusener,9,0,36,1,4.0,33,1,1,1,1,1999,54
Hansie Cronje,9,0,33,0,3.67,29,1,0,2,0,1999,54
Neil Johnson,8,1,27,3,3.38,39,3,0,3,3,1999,48
Heath Streak,9,1,35,3,3.89,39,2,1,4,1,1999,54
Guy Whittall,4,0,20,0,5.0,15,3,0,1,0,1999,24
Henry Olonga,4.2,0,17,1,3.92,16,1,0,0,2,1999,26
Adam Huckle,10,1,35,0,3.5,36,3,0,0,0,1999,60
Andy Whittall,10,0,41,2,4.1,29,1,1,0,0,1999,60
Grant Flower,2,0,7,0,3.5,6,0,0,0,0,1999,12
Darren Gough,10,0,51,2,5.1,32,4,0,3,2,1999,60
Angus Fraser,10,2,30,0,3.0,47,4,0,2,0,1999,60
Alan Mullally,10,0,54,2,5.4,36,7,0,4,1,1999,60
Mark Ealham,10,2,28,2,2.8,45,3,0,1,1,1999,60
Andrew Flintoff,5,0,28,1,5.6,13,3,0,0,0,1999,30
Adam Hollioake,5,0,34,0,6.8,8,3,0,0,0,1999,30
Javagal Srinath,8.2,3,25,2,3.0,39,4,0,0,0,1999,50
Debasis Mohanty,10,0,54,2,5.4,42,8,0,5,1,1999,60
Venkatesh Prasad,9,1,25,1,2.78,42,3,0,0,0,1999,54
Sourav Ganguly,8,0,27,3,3.38,29,1,0,0,0,1999,48
Anil Kumble,10,1,30,2,3.0,40,1,1,0,0,1999,60
Dion Nash,10,1,36,0,3.6,43,2,1,0,1,1999,60
Geoff Allott,10,0,64,4,6.4,32,7,0,5,2,1999,60
Gavin Larsen,10,0,35,0,3.5,31,1,0,0,0,1999,60
Chris Cairns,7,0,46,1,6.57,23,6,0,1,0,1999,42
Chris Harris,8,0,47,0,5.88,20,4,0,1,0,1999,48
Nathan Astle,5,0,27,1,5.4,16,3,0,1,0,1999,30
Wasim Akram,9,0,27,1,3.0,39,1,0,2,5,1999,54
Shoaib Akhtar,7,1,31,2,4.43,30,3,0,1,4,1999,42
Azhar Mahmood,10,0,38,3,3.8,34,1,0,2,0,1999,60
Saqlain Mushtaq,10,1,34,2,3.4,35,0,1,1,1,1999,60
Shahid Afridi,6,1,26,0,4.33,22,2,0,1,2,1999,36
Abdul Razzaq,8,0,36,0,4.5,29,0,0,2,0,1999,48
Sir Curtly Ambrose,10,4,8,2,0.8,55,0,0,1,1,1999,60
