Batsman,Dismissal,Runs,Balls,Minutes,4s,6s,StrikeRate,Year
Duncan Fletcher,not out,71,88,0,7,0,80.68,1983
Kevin Curran,b Roberts,7,15,0,1,0,46.67,1983
Iain Butchart,lbw b Holding,0,3,0,0,0,0.0,1983
Gerald Peckover,not out,16,21,0,3,0,76.19,1983
Sir Gordon Greenidge,not out,105,147,0,5,1,71.43,1983
Desmond Haynes,c Houghton b Rawson,2,5,0,0,0,40.0,1983
Sir Viv Richards,lbw b Rawson,16,13,0,2,0,123.08,1983
Larry Gomes,not out,75,128,0,5,0,58.59,1983
Kepler Wessels,b Kapil Dev,5,11,0,1,0,45.45,1983
Trevor Chappell,c Srikkanth b Amarnath,110,131,0,11,0,83.97,1983
Kim Hughes,b Madan Lal,52,86,0,3,0,60.47,1983
David Hookes,c Kapil Dev b Madan Lal,1,4,0,0,0,25.0,1983
Graham Yallop,not out,66,73,0,5,0,90.41,1983
Allan Border,c Yashpal Sharma b Binny,26,23,0,1,0,113.04,1983
Rod Marsh,c Sandhu b Kapil Dev,12,15,0,1,0,80.0,1983
Ken MacLeay,c & b Kapil Dev,4,5,0,0,0,80.0,1983
Tom Hogan,b Kapil Dev,11,9,0,0,1,122.22,1983
Geoff Lawson,c Srikkanth b Kapil Dev,6,3,0,1,0,200.0,1983
Rodney Hogg,not out,2,2,0,0,0,100.0,1983
Ravi Shastri,lbw b Lawson,11,18,0,1,0,61.11,1983
Kris Srikkanth,c Border b Hogan,39,63,0,6,0,61.9,1983
Mohinder Amarnath,run out,2,17,0,0,0,11.76,1983
Dilip Vengsarkar,lbw b MacLeay,5,14,0,1,0,35.71,1983
Sandeep Patil,b MacLeay,0,7,0,0,0,0.0,1983
Yashpal Sharma,c & b MacLeay,3,11,0,0,0,27.27,1983
Kapil Dev,b Hogan,40,27,0,2,1,148.15,1983
Madan Lal,c Hogan b MacLeay,27,39,0,2,0,69.23,1983
Roger Binny,lbw b MacLeay,0,6,0,0,0,0.0,1983
Syed Kirmani,b MacLeay,12,23,0,2,0,52.17,1983
Balwinder Sandhu,not out,9,12,0,0,1,75.0,1983
Sidath Wettimuny,lbw b Hadlee,7,19,0,1,0,36.84,1983
Brendon Kuruppu,c Hadlee b Chatfield,26,60,0,5,0,43.33,1983
Roy Dias,b Chatfield,25,43,0,4,0,58.14,1983
Duleep Mendis,b Hadlee,43,70,0,2,0,61.43,1983
Ranjan Madugalle,c Snedden b Coney,60,87,0,3,1,68.97,1983
Arjuna Ranatunga,lbw b Hadlee,0,3,0,0,0,0.0,1983
Somachandra De Silva,b Coney,13,20,0,0,0,65.0,1983
Guy de Alwis,c Howarth b Snedden,16,17,0,2,0,94.12,1983
Ashantha de Mel,c & b Hadlee,1,6,0,0,0,16.67,1983
Rumesh Ratnayake,b Hadlee,5,9,0,0,0,55.56,1983
Vinothen John,not out,2,5,0,0,0,40.0,1983
Glenn Turner,c Mendis b de Silva,50,60,0,8,0,83.33,1983
John Wright,lbw b de Mel,45,52,0,8,0,86.54,1983
Geoff Howarth,c Madugalle b Ratnayake,76,79,0,14,0,96.2,1983
Martin Crowe,c de Alwis b de Mel,0,11,0,0,0,0.0,1983
Jeff Crowe,lbw b John,23,26,0,4,0,88.46,1983
Jeremy Coney,not out,2,10,0,0,0,20.0,1983
Ian Smith,not out,4,1,0,1,0,400.0,1983
Mohsin Khan,c Tavare b Willis,3,29,0,0,0,10.34,1983
Mudassar Nazar,c Gould b Allott,26,98,0,2,0,26.53,1983
Mansoor Akhtar,c Gould b Willis,3,15,0,0,0,20.0,1983
Javed Miandad,c Gould b Botham,14,26,0,2,0,53.85,1983
Zaheer Abbas,not out,83,104,0,7,1,79.81,1983
Imran Khan,run out,7,35,0,1,0,20.0,1983
Wasim Raja,c Botham b Marks,9,19,0,2,0,47.37,1983
Abdul Qadir,run out,0,2,0,0,0,0.0,1983
Sarfraz Nawaz,c & b Botham,11,15,0,2,0,73.33,1983
Wasim Bari,not out,18,21,0,1,0,85.71,1983
Graeme Fowler,not out,78,151,0,5,0,51.66,1983
Chris Tavare,lbw b Rashid Khan,8,21,0,0,0,38.1,1983
David Gower,c Sarfraz Nawaz b Mansoor Akhtar,48,72,0,6,0,66.67,1983
Allan Lamb,not out,48,62,0,5,1,77.42,1983
Ali Shah,c Kirmani b Sandhu,8,32,0,1,0,25.0,1983
Grant Paterson,lbw b Madan Lal,22,51,0,2,0,43.14,1983
Jack Heron,c Kirmani b Madan Lal,18,30,0,2,0,60.0,1983
Andy Pycroft,c Shastri b Binny,14,21,0,1,0,66.67,1983
Dave Houghton,c Kirmani b Madan Lal,21,47,0,1,0,44.68,1983
Duncan Fletcher,b Kapil Dev,13,32,0,0,0,40.63,1983
Kevin Curran,run out,8,16,0,0,0,50.0,1983
Iain Butchart,not out,22,35,0,2,0,62.86,1983
Robin Brown,c Kirmani b Shastri,6,27,0,0,0,22.22,1983
Peter Rawson,c Kirmani b Binny,3,6,0,0,0,50.0,1983
John Traicos,run out,2,13,0,0,0,15.38,1983
Kris Srikkanth,c Butchart b Rawson,20,27,0,0,0,74.07,1983
Sunil Gavaskar,c Heron b Rawson,4,11,0,0,0,36.36,1983
Mohinder Amarnath,c ? b Traicos,44,79,0,4,0,55.7,1983
Sandeep Patil,b Fletcher,50,54,0,7,1,92.59,1983
Ravi Shastri,c Brown b Omarshah,17,27,0,1,0,62.96,1983
Yashpal Sharma,not out,18,19,0,2,0,94.74,1983
Kapil Dev,not out,2,8,0,0,0,25.0,1983
Sir Gordon Greenidge,c Wood b Hogg,4,8,0,1,0,50.0,1983
Desmond Haynes,c Marsh b Lawson,13,29,0,1,0,44.83,1983
Sir Viv Richards,b Lawson,7,16,0,1,0,43.75,1983
Larry Gomes,c Marsh b Lillee,78,153,0,4,0,50.98,1983
Sir Clive Lloyd,lbw b MacLeay,19,42,0,1,1,45.24,1983
Faoud Bacchus,c Wessels b Yallop,47,59,0,5,0,79.66,1983
Jeff Dujon,lbw b Lawson,12,34,0,0,0,35.29,1983
Sir Andy Roberts,c Marsh b Lillee,5,14,0,0,0,35.71,1983
Michael Holding,run out,20,13,0,2,0,153.85,1983
Wayne Daniel,not out,16,12,0,2,0,133.33,1983
Graeme Wood,retired hurt,2,19,0,0,0,10.53,1983
Kepler Wessels,b Roberts,11,27,0,2,0,40.74,1983
Kim Hughes,c Lloyd b Davis,18,16,0,0,2,112.5,1983
David Hookes,c Dujon b Davis,45,45,0,5,0,100.0,1983
Graham Yallop,c Holding b Davis,29,26,0,4,0,111.54,1983
Allan Border,c Lloyd b Davis,17,22,0,2,0,77.27,1983
Ken MacLeay,c Haynes b Davis,1,8,0,0,0,12.5,1983
